C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,MW,NumHBondDonors,NumOfAtoms,NumOfC,NumOfConf,NumOfConfUsed,NumOfN,NumOfO,aldehyde,aromatic.hydroxyl,carbonylperoxyacid,carbonylperoxynitrate,carboxylic.acid,category_None,category_apin,category_apin_decane,category_apin_decane_toluene,category_apin_toluene,category_decane,category_decane_toluene,category_toluene,ester,ether..alicyclic.,hydroperoxide,hydroxyl..alkyl.,ketone,nitrate,nitro,nitroester,peroxide
0,0,327.966252808,2,26,6,227,40,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0
0,0,343.961167428,2,27,6,372,40,2,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
0,0,313.986988252,3,27,6,401,39,2,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0
0,0,329.981902872,3,28,6,314,40,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,267.981508948,1,22,5,161,40,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
0,0,311.971338188,1,25,6,271,19,2,13,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
0,0,281.997159012,2,25,6,369,40,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0
0,0,309.992073632,2,27,7,560,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0
0,0,313.986988252,2,27,6,600,38,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1
0,0,328.002638316,3,30,7,765,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0
0,0,312.007723696,2,29,7,327,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,238.007329772,1,22,5,87,40,2,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,269.997159012,2,24,5,110,18,2,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
0,0,281.997159012,1,25,6,124,40,2,11,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0
0,0,359.992467556,3,32,7,709,40,2,15,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0
0,0,308.049194584,1,33,9,271,40,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,312.007723696,2,29,7,223,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,280.017894456,1,27,7,102,40,2,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
0,0,312.007723696,2,29,7,175,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,312.007723696,2,29,7,244,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,329.981902872,3,28,6,443,40,2,14,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0
0,0,295.976423568,1,24,6,109,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0
0,0,328.002638316,2,30,7,1,1,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0
0,0,359.992467556,3,32,7,622,25,2,15,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0
0,0,345.976817492,3,29,6,678,40,2,15,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0
0,0,312.007723696,2,29,7,271,40,2,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,312.007723696,2,29,7,273,40,2,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,266.0386299,1,28,7,108,40,2,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,328.002638316,3,30,7,752,19,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0
0,0,281.997159012,2,25,6,317,40,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0
0,0,309.992073632,2,27,7,148,31,2,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0
0,0,312.007723696,2,29,7,389,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,293.997159012,1,26,7,120,40,2,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
0,0,297.992073632,3,26,6,246,23,2,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0
0,0,297.992073632,2,26,6,165,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,325.986988252,2,28,7,236,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0
0,0,281.997159012,2,25,6,137,38,2,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
0,0,312.007723696,2,29,7,388,40,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0
0,0,238.99134536,3,21,5,322,25,1,10,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,254.98625998,4,22,5,663,20,1,11,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,282.9811746,3,24,6,448,28,1,12,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0
0,0,296.996824664,4,27,7,522,37,1,12,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,377.966646732,4,31,6,1032,40,2,17,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,310.97608922,3,26,7,566,39,1,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0
0,0,298.97608922,3,25,6,466,40,1,13,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,0,286.97608922,3,24,5,522,40,1,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,327.966252808,2,26,6,402,40,2,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,0,341.981902872,2,29,7,327,40,2,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,253.006995424,3,24,6,399,21,1,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
0,0,269.001910044,2,25,6,449,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,282.9811746,2,24,6,529,35,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,300.991739284,4,27,6,980,40,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
0,0,269.997159012,2,24,5,368,40,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
0,0,301.986988252,3,26,5,453,25,2,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
0,0,341.981902872,2,29,7,528,40,2,14,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0
0,0,284.996824664,3,26,6,808,40,1,12,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
0,0,209.017166184,2,21,5,134,33,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,312.007723696,2,29,7,629,40,2,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
0,0,283.017560108,3,28,7,420,5,1,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,0,312.991739284,3,28,7,537,40,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0
0,0,255.022645488,4,26,6,507,4,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0
0,0,239.027730868,3,25,6,365,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
0,0,269.001910044,3,25,6,425,40,1,11,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,0,282.9811746,3,24,6,178,20,1,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,296.996824664,3,27,7,419,40,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,315.007389348,4,30,7,284,15,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,269.001910044,3,25,6,298,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,373.971732112,3,31,7,435,20,2,16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,312.991739284,4,28,7,292,2,1,13,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,238.99134536,3,21,5,349,40,1,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,0,254.98625998,3,22,5,326,40,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,0,297.992073632,2,26,6,650,40,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0
0,0,269.997159012,2,24,5,432,40,2,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0
0,0,241.006995424,3,23,5,627,40,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0
0,0,313.986988252,2,27,6,529,40,2,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,0,342.054673888,2,37,9,316,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,312.044109204,2,33,8,461,40,2,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
0,0,269.038295552,2,29,7,425,40,1,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,361.971732112,3,30,6,762,40,2,16,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
0,0,267.022645488,3,27,7,262,15,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,312.007723696,2,29,7,224,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,297.992073632,3,26,6,236,2,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
0,0,309.992073632,2,27,7,302,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
0,0,299.012474728,4,29,7,642,40,1,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0
0,0,253.006995424,3,24,6,194,9,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,329.981902872,3,28,6,411,40,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,281.001910044,3,26,7,304,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
0,0,296.996824664,3,27,7,397,40,1,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0
0,0,269.001910044,3,25,6,197,3,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,341.981902872,2,29,7,218,40,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
1,0,221.017166184,2,22,6,268,40,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,254.98625998,3,22,5,417,40,1,11,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,0,315.966252808,2,25,5,289,40,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,0,266.98625998,2,23,6,356,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
0,0,361.971732112,4,30,6,467,40,2,16,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0
0,0,254.98625998,2,22,5,311,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,301.986988252,2,26,5,337,40,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1
0,0,281.001910044,3,26,7,228,40,1,11,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,373.971732112,3,31,7,376,37,2,16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,204.985866056,1,17,5,30,11,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0,248.975695296,1,20,6,26,7,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1
0,0,299.012474728,4,29,7,360,15,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
0,0,297.992073632,2,26,6,181,30,2,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
0,0,309.992073632,1,27,7,192,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
0,0,269.997159012,2,24,5,182,40,2,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
0,0,269.001910044,3,25,6,347,16,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,253.006995424,2,24,6,230,40,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,297.992073632,2,26,6,115,27,2,12,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,221.017166184,2,22,6,63,17,1,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,237.012080804,2,23,6,42,3,1,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,309.992073632,1,27,7,34,2,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
0,0,251.027730868,2,26,7,138,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,312.007723696,2,29,7,122,33,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,328.002638316,2,30,7,142,40,2,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,328.002638316,3,30,7,206,6,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
0,0,221.017166184,2,22,6,61,8,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,315.966252808,3,25,5,279,34,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,222.99643074,3,20,5,130,40,1,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,296.996824664,4,27,7,326,2,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1
0,0,269.001910044,4,25,6,205,2,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1
0,0,341.981902872,3,29,7,282,2,2,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1
0,0,327.966252808,2,26,6,302,40,2,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,237.012080804,2,23,6,86,25,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,269.001910044,3,25,6,187,20,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,222.99643074,2,20,5,107,18,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,296.049194584,2,32,8,234,40,2,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
0,0,253.006995424,3,24,6,393,40,1,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,295.976423568,1,24,6,66,36,2,12,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,237.012080804,2,23,6,180,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,237.012080804,2,23,6,21,9,1,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,225.012080804,3,22,5,205,18,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,191.0066015,1,18,5,26,11,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,238.99134536,3,21,5,88,30,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1
0,0,250.99134536,2,22,6,92,14,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,0,297.992073632,2,26,6,222,40,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1
0,0,359.992467556,3,32,7,443,29,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,312.007723696,2,29,7,293,24,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,234.99643074,1,21,6,66,30,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,266.98625998,2,23,6,82,6,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,237.012080804,2,23,6,137,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,269.001910044,3,25,6,188,22,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,281.001910044,3,26,7,217,40,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
0,0,297.992073632,3,26,6,153,1,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1
0,0,329.981902872,4,28,6,167,19,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1
0,0,284.996824664,4,26,6,324,7,1,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1
0,0,315.007389348,4,30,7,294,18,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,313.986988252,2,27,6,234,35,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1
0,0,269.001910044,3,25,6,395,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0,267.022645488,3,27,7,298,4,1,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,312.007723696,2,29,7,285,40,2,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,283.017560108,3,28,7,508,30,1,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,0,252.022979836,1,25,6,117,40,2,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
0,0,328.039023824,2,34,8,450,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,308.049194584,1,33,9,281,40,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,308.049194584,1,33,9,271,40,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,294.069930028,1,34,9,320,40,2,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,342.054673888,2,37,9,558,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,235.032816248,2,25,7,243,33,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,253.043380932,3,28,7,734,40,1,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,263.064116376,2,31,9,410,40,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,210.012415152,1,20,4,83,38,2,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
0,0,298.02845914,2,30,7,621,40,2,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
0,0,283.053945616,3,32,8,774,40,1,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,0,239.027730868,3,25,6,721,40,1,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,324.044109204,2,34,9,392,40,2,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
0,0,341.945517364,1,25,6,146,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1
0,0,254.98625998,2,22,5,227,26,1,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1
0,0,250.99134536,1,22,6,116,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1
0,0,311.971338188,1,25,6,240,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1
0,0,343.961167428,2,27,6,243,40,2,15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1
0,0,345.976817492,2,29,6,338,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,270.9811746,3,23,5,355,9,1,12,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,315.966252808,2,25,5,279,40,2,14,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,266.98625998,2,23,6,438,40,1,11,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,257.001910044,3,24,5,774,40,1,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,269.001910044,2,25,6,237,23,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,345.976817492,2,29,6,827,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,296.996824664,2,27,7,390,40,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1
0,0,296.996824664,3,27,7,751,40,1,12,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,312.991739284,3,28,7,633,40,1,13,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
0,0,359.992467556,3,32,7,741,40,2,15,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
0,0,331.961167428,3,26,5,498,29,2,15,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,269.997159012,1,24,5,169,40,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
0,0,331.997552936,3,30,6,568,9,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1
0,0,316.002638316,2,29,6,532,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1
0,0,241.006995424,2,23,5,326,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,269.001910044,2,25,6,512,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
0,0,316.002638316,2,29,6,684,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1
0,0,226.99134536,2,20,4,305,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,210.99643074,2,19,4,194,40,1,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,179.990617088,4,16,4,68,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,220.021917216,4,23,7,614,14,0,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0,238.99134536,3,21,5,394,36,1,10,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,225.996096392,4,21,5,733,32,0,10,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
0,0,249.996096392,3,23,7,428,29,0,10,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,222.001181772,3,21,6,340,40,0,9,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,286.97608922,4,24,5,327,12,1,13,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,296.996824664,3,27,7,453,12,1,12,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,0,270.9811746,3,23,5,329,19,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0,0,267.022645488,2,27,7,175,22,1,10,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,312.991739284,4,28,7,676,15,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0
0,0,312.991739284,4,28,7,388,25,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0
