C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,MW,NumHBondDonors,NumOfAtoms,NumOfC,NumOfConf,NumOfConfUsed,NumOfN,NumOfO,aldehyde,aromatic.hydroxyl,carbonylperoxyacid,carbonylperoxynitrate,carboxylic.acid,category_None,category_apin,category_apin_decane,category_apin_decane_toluene,category_apin_toluene,category_decane,category_decane_toluene,category_toluene,ester,ether..alicyclic.,hydroperoxide,hydroxyl..alkyl.,ketone,nitrate,nitro,nitroester,pSat_Pa,peroxide
0,0,269.001910044,3,25,6,347,16,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-5.751497888788582,0
0,0,253.006995424,2,24,6,230,40,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-4.27190797022704,1
0,0,297.992073632,2,26,6,115,27,2,12,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-2.5315261871837897,0
0,0,221.017166184,2,22,6,63,17,1,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-3.7422724605884845,0
0,0,237.012080804,2,23,6,42,3,1,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-3.9474689509741783,0
0,0,309.992073632,1,27,7,34,2,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,-2.6276214062224477,1
0,0,251.027730868,2,26,7,138,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-4.974052516825261,1
0,0,312.007723696,2,29,7,122,33,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,-4.7116610511217605,1
0,0,328.002638316,2,30,7,142,40,2,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-4.4597181112221245,1
0,0,328.002638316,3,30,7,206,6,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,-5.766522079934558,1
0,0,221.017166184,2,22,6,61,8,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-3.1397719605295604,0
0,0,315.966252808,3,25,5,279,34,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-3.2129048612492546,0
0,0,222.99643074,3,20,5,130,40,1,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-3.2704316117966035,0
0,0,296.996824664,4,27,7,326,2,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,-5.766288206119352,1
0,0,269.001910044,4,25,6,205,2,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,-5.584509701729111,1
0,0,341.981902872,3,29,7,282,2,2,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,-4.616578200543482,1
0,0,327.966252808,2,26,6,302,40,2,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-2.8184077269708863,0
0,0,237.012080804,2,23,6,86,25,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-3.110183510405015,0
0,0,269.001910044,3,25,6,187,20,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-4.917510574767313,0
0,0,222.99643074,2,20,5,107,18,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-2.9664930649796513,0
0,0,296.049194584,2,32,8,234,40,2,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-4.157302953799082,0
0,0,253.006995424,3,24,6,393,40,1,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-6.362323836066946,0
0,0,295.976423568,1,24,6,66,36,2,12,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.8331729324079877,0
0,0,237.012080804,2,23,6,180,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-4.047190598499032,0
0,0,237.012080804,2,23,6,21,9,1,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-2.3478611393837827,0
0,0,225.012080804,3,22,5,205,18,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-4.535292941008683,0
0,0,191.0066015,1,18,5,26,11,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.9384214731692433,0
0,0,238.99134536,3,21,5,88,30,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,-3.3786141199033053,1
0,0,250.99134536,2,22,6,92,14,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,-1.853210247161584,1
0,0,297.992073632,2,26,6,222,40,2,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,-3.099106334092411,1
0,0,359.992467556,3,32,7,443,29,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-5.76668342996775,1
0,0,312.007723696,2,29,7,293,24,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,-4.309149299852964,1
0,0,234.99643074,1,21,6,66,30,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-2.5229737445589193,1
0,0,266.98625998,2,23,6,82,6,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-3.9864112826235947,1
0,0,237.012080804,2,23,6,137,40,1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-4.45602127811531,1
0,0,269.001910044,3,25,6,188,22,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-6.121986541982481,1
0,0,281.001910044,3,26,7,217,40,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,-2.938818360813519,1
0,0,297.992073632,3,26,6,153,1,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,-4.353756093158438,1
0,0,329.981902872,4,28,6,167,19,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,-5.375852478933525,1
0,0,284.996824664,4,26,6,324,7,1,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,-5.212676090411281,1
0,0,315.007389348,4,30,7,294,18,1,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-7.267869684280115,1
0,0,313.986988252,2,27,6,234,35,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,-3.356737284990699,1
0,0,269.001910044,3,25,6,395,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-4.768684106665983,1
0,0,267.022645488,3,27,7,298,4,1,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-4.224084980669689,0
0,0,312.007723696,2,29,7,285,40,2,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-4.717407475432566,0
0,0,283.017560108,3,28,7,508,30,1,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-4.661065467924938,0
0,0,252.022979836,1,25,6,117,40,2,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,-4.209773046590381,0
0,0,328.039023824,2,34,8,450,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-4.324598103697684,0
0,0,308.049194584,1,33,9,281,40,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-4.424540257508703,0
0,0,308.049194584,1,33,9,271,40,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-3.455795989406668,0
0,0,294.069930028,1,34,9,320,40,2,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-5.17610124816079,0
0,0,342.054673888,2,37,9,558,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-4.97909649867444,0
0,0,235.032816248,2,25,7,243,33,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-2.012718872556103,0
0,0,253.043380932,3,28,7,734,40,1,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-7.184950991589289,0
0,0,263.064116376,2,31,9,410,40,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-4.816979826363624,0
0,0,210.012415152,1,20,4,83,38,2,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,-0.9983796208275296,0
0,0,298.02845914,2,30,7,621,40,2,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-4.738749546257901,0
0,0,283.053945616,3,32,8,774,40,1,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-7.690185824372275,0
0,0,239.027730868,3,25,6,721,40,1,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-6.393273736736335,0
0,0,324.044109204,2,34,9,392,40,2,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,-6.07520502203256,0
0,0,341.945517364,1,25,6,146,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,-1.2636247460010646,1
0,0,254.98625998,2,22,5,227,26,1,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,-3.0941529460328847,1
0,0,250.99134536,1,22,6,116,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,-3.4341384151177947,1
0,0,311.971338188,1,25,6,240,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,-2.094398916063725,1
0,0,343.961167428,2,27,6,243,40,2,15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,-4.639568195250635,1
0,0,345.976817492,2,29,6,338,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-3.0458496441147553,1
0,0,270.9811746,3,23,5,355,9,1,12,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-5.1084973251890125,1
0,0,315.966252808,2,25,5,279,40,2,14,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3.8816395246829614,1
0,0,266.98625998,2,23,6,438,40,1,11,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-4.752282625636177,1
0,0,257.001910044,3,24,5,774,40,1,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-5.945332252292892,1
0,0,269.001910044,2,25,6,237,23,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-3.9317749867007366,1
0,0,345.976817492,2,29,6,827,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-4.124446135852975,1
0,0,296.996824664,2,27,7,390,40,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,-4.927034690760346,1
0,0,296.996824664,3,27,7,751,40,1,12,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-6.6689777337092755,1
0,0,312.991739284,3,28,7,633,40,1,13,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-7.080755415339714,1
0,0,359.992467556,3,32,7,741,40,2,15,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,-5.455678938673898,1
0,0,331.961167428,3,26,5,498,29,2,15,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-4.467540466929677,1
0,0,269.997159012,1,24,5,169,40,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,-1.7193958094529318,1
0,0,331.997552936,3,30,6,568,9,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,-4.782090113926991,1
0,0,316.002638316,2,29,6,532,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,-3.589698786468311,1
0,0,241.006995424,2,23,5,326,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-2.803689787651954,1
0,0,269.001910044,2,25,6,512,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-3.1987019667548098,1
0,0,316.002638316,2,29,6,684,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,-3.629973009277505,1
0,0,226.99134536,2,20,4,305,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-2.983118335300279,1
0,0,210.99643074,2,19,4,194,40,1,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3.4002273607921527,1
0,0,179.990617088,4,16,4,68,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-6.72647481704807,0
1,0,220.021917216,4,23,7,614,14,0,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-10.525175006430995,0
0,0,238.99134536,3,21,5,394,36,1,10,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-5.56186895746169,0
0,0,225.996096392,4,21,5,733,32,0,10,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-8.189006178651276,0
0,0,249.996096392,3,23,7,428,29,0,10,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-7.708161344362411,1
0,0,222.001181772,3,21,6,340,40,0,9,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-7.457425304250887,0
0,0,286.97608922,4,24,5,327,12,1,13,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-5.376799548762623,0
0,0,296.996824664,3,27,7,453,12,1,12,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-5.890790679326867,0
0,0,270.9811746,3,23,5,329,19,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-4.383572533186968,0
0,0,267.022645488,2,27,7,175,22,1,10,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.309345402659998,0
0,0,312.991739284,4,28,7,676,15,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,-7.243099505160726,0
0,0,312.991739284,4,28,7,388,25,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,-6.139797779901545,0
0,0,329.981902872,3,28,6,601,39,2,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-5.389222509158564,0
0,0,357.976817492,3,30,7,394,11,2,15,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-6.496192057143344,0
0,0,315.966252808,2,25,5,340,40,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-2.9870696396568976,0
0,0,266.98625998,2,23,6,125,28,1,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-3.400504033865754,0
0,0,298.97608922,3,25,6,437,40,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-4.329212219340915,0
1,0,294.9811746,2,25,7,170,40,1,12,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-4.886575772701834,0
0,0,310.97608922,2,26,7,434,40,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,-4.162628194908742,0
0,0,281.001910044,3,26,7,602,13,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,-7.161082617104575,0
0,0,191.990617088,2,17,5,101,11,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,-2.3599719167941595,0
0,0,207.985531708,2,18,5,150,13,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-2.3762459144674173,1
0,0,222.001181772,2,21,6,359,40,0,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-5.080254247526878,1
0,0,192.027002596,3,21,6,413,38,0,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-6.635811120792531,0
0,0,354.054673888,2,38,10,470,40,2,12,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-6.396561363160995,0
0,0,252.011746456,5,25,7,895,6,0,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,-7.710663490941059,0
0,0,236.016831836,4,24,7,486,1,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,-12.977079307495433,0
0,0,269.001910044,3,25,6,515,16,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-6.342453257706705,0
0,0,296.996824664,3,27,7,382,19,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-6.382395881786501,1
0,0,281.001910044,3,26,7,554,21,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,-3.543573617797796,0
0,0,237.996096392,3,22,6,438,29,0,10,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-5.235474395964851,0
0,0,222.001181772,3,21,6,238,40,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-5.416839160986551,0
0,0,190.011352532,2,19,6,79,16,0,7,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-4.033018056369667,0
0,0,191.990617088,2,17,5,106,31,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-2.6360945155577507,0
0,0,249.996096392,3,23,7,458,24,0,10,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,-5.743206792894819,0
0,0,234.001181772,2,22,7,390,40,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,-4.821228436269736,0
0,0,296.996824664,3,27,7,707,40,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-5.961308433669633,0
0,0,266.98625998,2,23,6,361,40,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-4.143696331345396,0
0,0,206.006267152,2,20,6,239,40,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-4.532578505044583,0
0,0,234.001181772,2,22,7,385,40,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,-4.602536108680336,0
0,0,179.990617088,2,16,4,143,37,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-2.426226488981803,1
0,0,207.985531708,2,18,5,120,17,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-3.5758573773000895,1
0,0,296.996824664,2,27,7,540,38,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-3.2802764032539935,1
0,0,225.996096392,3,21,5,730,38,0,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-4.4261396486182685,1
0,0,195.00151612,2,18,4,125,17,1,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-2.071925414507456,0
0,0,282.9811746,3,24,6,433,40,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,-5.28392381709109,0
0,0,325.986988252,2,28,7,705,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,-3.9814034532556724,0
0,0,266.98625998,2,23,6,242,35,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,-3.5719100880876,0
0,0,343.961167428,2,27,6,572,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,-2.957769154080707,0
0,0,361.971732112,3,30,6,1019,40,2,16,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,-4.802621385114888,0
0,0,344.033938444,3,35,8,947,40,2,13,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-6.0503838258204645,0
0,0,267.022645488,3,27,7,791,33,1,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-7.084342437105751,0
0,0,239.027730868,3,25,6,601,40,1,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-5.877444030264695,0
0,0,298.02845914,2,30,7,675,40,2,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-5.0107719039822785,0
0,0,283.017560108,3,28,7,389,12,1,11,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-4.470374435384366,0
0,0,237.048466312,2,27,7,194,38,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-4.203621195347454,0
0,0,314.02337376,2,31,7,374,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.775414462666939,0
0,0,267.022645488,3,27,7,461,11,1,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1.3263906492436601,0
0,0,298.02845914,2,30,7,555,40,2,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-5.28315490709407,0
0,0,301.986988252,3,26,5,406,24,2,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,-2.6193052922012265,0
0,0,312.007723696,2,29,7,283,40,2,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,-4.766312195639144,0
0,0,343.997552936,3,31,7,474,22,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,-7.461009822191845,0
0,0,283.017560108,3,28,7,664,40,1,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,-6.742443750240025,0
0,0,354.054673888,2,38,10,220,40,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-4.604626667214775,0
0,0,295.090331124,3,37,10,252,40,1,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,-6.433573813751183,0
0,0,357.976817492,2,30,7,400,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-4.021690019584821,1
0,0,315.007389348,4,30,7,521,14,1,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,-6.763752197506333,1
0,0,210.99643074,2,19,4,222,40,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-2.4880181575445643,0
0,0,238.99134536,2,21,5,251,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-2.832921817584827,0
0,0,266.98625998,2,23,6,399,40,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,-3.0874765679541856,0
0,0,325.986988252,2,28,7,607,40,2,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,-4.151402068029467,0
0,0,254.98625998,2,22,5,377,39,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-3.0990169788387463,1
0,0,331.961167428,2,26,5,480,40,2,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,-2.6624243633817914,1
0,0,301.986988252,2,26,5,522,40,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,-4.327961182405847,1
0,0,237.996096392,3,22,6,472,40,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,-5.019168340604558,0
0,0,228.011746456,5,23,5,708,3,0,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,-8.926624210343059,0
0,0,315.007389348,4,30,7,696,33,1,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,-7.627116573074732,0
0,0,254.02739652,4,27,7,543,29,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,-8.882840325738746,1
0,0,210.001181772,3,20,5,430,40,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-4.618708411296571,0
0,0,300.991739284,3,27,6,836,40,1,13,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-5.521968184430664,0
1,0,222.001181772,4,21,6,485,37,0,9,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-9.320481564243725,0
1,0,222.99643074,3,20,5,129,29,1,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-5.396044284282719,0
1,0,218.006267152,3,21,7,137,30,0,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-6.701747680103646,0
1,0,238.99134536,3,21,5,147,40,1,10,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-4.310846163712182,0
1,0,265.006995424,3,25,7,316,40,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-5.892421674171308,0
1,0,325.986988252,2,28,7,237,40,2,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-3.0113044705112118,0
1,0,252.011746456,4,25,7,1030,40,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,-7.721106393646903,0
1,0,224.016831836,4,23,6,452,40,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,-6.483514061809576,0
1,0,220.021917216,3,23,7,223,40,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,-5.483774866776727,0
1,0,218.006267152,2,21,7,54,22,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,-3.897489188165032,0
1,0,188.032087976,2,21,7,38,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-4.5700934485453795,0
1,0,265.006995424,2,25,7,59,7,1,10,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-4.045185435507754,0
